epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,176.607,0.69096,0.60457,1.01834,0.00087,0.05,0.00024,7.00E-05,5.3348,162.155,54.2294,0.0016931,0.0016931,0.0016931
33,182,0.68234,0.53205,1.04409,0.00087,0.05,0.00024,7.00E-05,5.4172,32.8954,59.7441,0.0016832,0.0016832,0.0016832
34,187.321,0.69244,0.57954,1.02675,0.00296,0.05,0.00124,0.00022,4.14117,7.09495,17.29,0.0016733,0.0016733,0.0016733
35,193.439,0.73994,0.57742,1.08561,0.73649,0.42027,0.53637,0.30914,1.98677,7.06255,4.00046,0.0016634,0.0016634,0.0016634
36,198.931,0.74565,0.61731,1.08265,0.98172,1,0.995,0.8363,0.75975,2.46826,1.14701,0.0016535,0.0016535,0.0016535
37,204.343,0.7159,0.56543,1.01578,0.9351,1,0.98071,0.80344,0.72689,1.90176,1.12347,0.0016436,0.0016436,0.0016436
38,209.546,0.70007,0.5524,1.02763,0.96931,1,0.995,0.89863,0.54274,1.07738,1.05691,0.0016337,0.0016337,0.0016337
39,215.81,0.68089,0.54447,1.02494,0.98338,1,0.995,0.89254,0.55655,0.70434,1.16309,0.0016238,0.0016238,0.0016238
40,221.274,0.63449,0.53403,1.01112,0.98887,1,0.995,0.86591,0.6071,0.83185,1.18654,0.0016139,0.0016139,0.0016139
41,226.574,0.62853,0.51019,1.02153,0.99249,1,0.995,0.88145,0.5585,0.66624,1.08452,0.001604,0.001604,0.001604
42,233.413,0.62208,0.46744,0.98446,0.99448,1,0.995,0.86575,0.57705,0.54056,1.11548,0.0015941,0.0015941,0.0015941
43,238.707,0.6718,0.56721,1.05127,0.99222,0.95,0.99262,0.85904,0.64325,0.54362,1.19115,0.0015842,0.0015842,0.0015842
44,244.156,0.60907,0.50429,0.99412,0.94206,0.95,0.97204,0.81946,0.7107,0.72181,1.13957,0.0015743,0.0015743,0.0015743
45,249.92,0.66383,0.52779,1.02502,0.93674,0.74088,0.89004,0.76095,0.70196,1.7642,1.09794,0.0015644,0.0015644,0.0015644
46,255.143,0.60327,0.46414,0.98272,0.94087,0.79587,0.88544,0.74472,0.72357,2.94719,1.07178,0.0015545,0.0015545,0.0015545
47,260.426,0.67408,0.50974,1.00077,0.92706,0.85,0.81751,0.55068,0.8329,4.07326,1.10973,0.0015446,0.0015446,0.0015446
48,265.785,0.64777,0.474,1.01512,0.94632,0.95,0.95375,0.84731,0.6089,0.55617,0.98021,0.0015347,0.0015347,0.0015347
49,270.935,0.62238,0.47739,0.95794,0.94642,0.95,0.9628,0.8722,0.59623,0.49646,0.97081,0.0015248,0.0015248,0.0015248
50,276.126,0.63519,0.51504,0.96708,0.94976,0.94539,0.95814,0.82334,0.63595,0.54584,0.99827,0.0015149,0.0015149,0.0015149
51,281.46,0.65229,0.48893,0.96644,0.9497,0.94425,0.97583,0.84309,0.58485,0.54059,0.96755,0.001505,0.001505,0.001505
52,286.946,0.65531,0.484,1.01851,0.94983,0.94676,0.95852,0.81599,0.69821,0.56929,1.06695,0.0014951,0.0014951,0.0014951
53,292.313,0.54069,0.42066,0.92693,0.94976,0.94553,0.95889,0.82638,0.6239,0.60672,1.03174,0.0014852,0.0014852,0.0014852
54,297.649,0.6189,0.45701,1.00166,0.99645,0.95,0.98204,0.84166,0.66969,0.49226,1.05498,0.0014753,0.0014753,0.0014753
55,303.22,0.62545,0.46584,0.99009,0.94807,0.95,0.96631,0.76782,0.75612,0.57727,1.17746,0.0014654,0.0014654,0.0014654
56,308.621,0.64268,0.44992,0.9943,0.95515,0.95,0.98071,0.8372,0.65061,0.57714,1.07898,0.0014555,0.0014555,0.0014555
57,313.845,0.5771,0.42436,0.97158,0.9759,0.95,0.98204,0.81415,0.8169,0.78782,1.21457,0.0014456,0.0014456,0.0014456
58,319.122,0.6373,0.47268,0.99433,0.96529,0.95,0.97833,0.80978,0.79133,0.85098,1.20773,0.0014357,0.0014357,0.0014357
59,324.495,0.62779,0.46078,0.9942,0.96278,0.95,0.97357,0.86641,0.60357,0.71834,1.09682,0.0014258,0.0014258,0.0014258
60,329.787,0.61615,0.45445,0.97219,0.84952,0.85,0.95611,0.82879,0.6873,0.62981,1.13118,0.0014159,0.0014159,0.0014159
61,334.998,0.61223,0.4599,0.92209,1,0.99148,0.995,0.84228,0.73041,0.50868,1.17131,0.001406,0.001406,0.001406
62,340.241,0.65687,0.51129,0.99971,0.95015,1,0.99262,0.87169,0.67807,0.4548,1.06625,0.0013961,0.0013961,0.0013961
63,345.496,0.59333,0.46572,0.94911,0.99682,1,0.995,0.86273,0.61282,0.42009,0.98694,0.0013862,0.0013862,0.0013862
64,350.919,0.5881,0.44184,0.97128,0.95038,1,0.995,0.89746,0.58098,0.37024,0.94042,0.0013763,0.0013763,0.0013763
65,356.149,0.61895,0.50408,1.01786,0.95016,1,0.995,0.87843,0.64757,0.41654,0.98115,0.0013664,0.0013664,0.0013664
66,361.48,0.62891,0.453,0.98228,0.92259,0.8,0.93492,0.83549,0.61715,0.58984,0.95952,0.0013565,0.0013565,0.0013565
67,366.751,0.63952,0.46225,0.99998,0.81451,0.95,0.92932,0.83868,0.56829,0.5227,0.93691,0.0013466,0.0013466,0.0013466
68,372.176,0.58835,0.41073,0.98247,0.86539,0.95,0.92768,0.77581,0.74738,0.65838,1.01447,0.0013367,0.0013367,0.0013367
69,377.444,0.61156,0.43775,0.99438,1,0.98571,0.995,0.83978,0.75963,0.52781,1.05668,0.0013268,0.0013268,0.0013268
70,382.777,0.62588,0.44263,0.98247,0.90773,0.9843,0.97545,0.8724,0.64789,0.50787,1.03911,0.0013169,0.0013169,0.0013169
71,387.994,0.65573,0.43277,1.00685,0.89573,1,0.98328,0.88211,0.65707,0.52519,1.01278,0.001307,0.001307,0.001307
72,393.357,0.60982,0.43873,1.0157,0.93992,1,0.98786,0.862,0.64196,0.42427,0.98931,0.0012971,0.0012971,0.0012971
73,398.538,0.60781,0.47635,1.00713,0.94525,1,0.99262,0.81689,0.72495,0.43088,1.05977,0.0012872,0.0012872,0.0012872
74,404.439,0.6695,0.48712,0.99328,0.94582,1,0.99262,0.8278,0.71558,0.40735,1.08161,0.0012773,0.0012773,0.0012773
75,409.673,0.5953,0.44382,0.98298,0.9517,0.98568,0.99262,0.86244,0.65636,0.37625,1.05752,0.0012674,0.0012674,0.0012674
76,415.078,0.63172,0.41053,0.97808,0.95146,0.98056,0.99262,0.8568,0.61213,0.40747,1.03382,0.0012575,0.0012575,0.0012575
77,420.285,0.58837,0.45176,0.99038,0.9517,1,0.99024,0.8617,0.62469,0.39745,1.0415,0.0012476,0.0012476,0.0012476
78,425.4,0.54591,0.40252,0.94938,0.95207,0.99348,0.98071,0.82073,0.68438,0.42792,1.0764,0.0012377,0.0012377,0.0012377
79,430.569,0.55652,0.41759,0.94802,0.95229,0.998,0.98071,0.81799,0.7717,0.4742,1.149,0.0012278,0.0012278,0.0012278
80,435.822,0.55015,0.37492,0.95297,0.9503,1,0.99024,0.82171,0.79168,0.39673,1.12208,0.0012179,0.0012179,0.0012179
81,440.978,0.57573,0.38093,0.932,0.94998,1,0.99262,0.8252,0.77891,0.36215,1.10055,0.001208,0.001208,0.001208
82,446.185,0.56913,0.41627,0.97911,0.94929,1,0.99262,0.86945,0.71877,0.3546,1.05302,0.0011981,0.0011981,0.0011981
83,452.076,0.55614,0.39505,0.95053,0.94977,1,0.99024,0.86011,0.70422,0.36481,1.03476,0.0011882,0.0011882,0.0011882
84,457.965,0.52911,0.41296,0.95174,0.88618,0.95,0.97761,0.84431,0.77482,0.46602,1.07572,0.0011783,0.0011783,0.0011783
85,463.251,0.55024,0.38975,0.94022,0.9087,0.99547,0.98795,0.82926,0.78586,0.45343,1.10245,0.0011684,0.0011684,0.0011684
86,468.523,0.5748,0.42969,0.95671,0.90155,0.95,0.97927,0.83822,0.71566,0.4703,1.06653,0.0011585,0.0011585,0.0011585
87,473.786,0.52052,0.39182,0.911,0.9089,0.99776,0.98795,0.85555,0.63853,0.39772,1.00496,0.0011486,0.0011486,0.0011486
88,479.12,0.55698,0.3787,0.94696,0.99504,1,0.995,0.88581,0.62854,0.32187,0.98258,0.0011387,0.0011387,0.0011387
89,484.315,0.55305,0.39659,0.91819,0.99096,1,0.995,0.86204,0.6476,0.32904,1.01542,0.0011288,0.0011288,0.0011288
90,489.398,0.56559,0.42672,0.98908,0.94791,1,0.99262,0.86683,0.65081,0.34106,1.02648,0.0011189,0.0011189,0.0011189
91,494.739,0.59426,0.39655,0.952,0.95072,1,0.99262,0.87028,0.64616,0.3751,1.03356,0.001109,0.001109,0.001109
92,500.329,0.50362,0.3696,0.94762,0.95149,1,0.99024,0.88741,0.60677,0.44655,1.01169,0.0010991,0.0010991,0.0010991
93,506.145,0.5333,0.39754,0.93196,0.95029,1,0.99262,0.86864,0.59158,0.43975,1.01464,0.0010892,0.0010892,0.0010892
94,511.758,0.5157,0.39558,0.94346,0.94998,1,0.99262,0.87001,0.6032,0.39863,1.03991,0.0010793,0.0010793,0.0010793
95,516.923,0.61635,0.39444,0.96175,0.95003,1,0.99262,0.85371,0.65189,0.37959,1.07855,0.0010694,0.0010694,0.0010694
96,522.285,0.52063,0.39782,0.93581,0.95143,1,0.99024,0.85194,0.64449,0.41776,1.05297,0.0010595,0.0010595,0.0010595
97,527.431,0.53466,0.45965,0.95666,0.94714,0.95,0.98545,0.84054,0.62469,0.41406,1.03003,0.0010496,0.0010496,0.0010496
98,532.612,0.56568,0.41414,0.97645,0.94761,0.95,0.98545,0.86811,0.61818,0.40003,1.03541,0.0010397,0.0010397,0.0010397
99,537.793,0.52954,0.36082,0.95752,0.94774,0.95,0.98545,0.86899,0.6046,0.41752,1.04029,0.0010298,0.0010298,0.0010298
100,542.953,0.57692,0.38155,0.96321,0.95086,1,0.99024,0.88491,0.5699,0.38131,1.0092,0.0010199,0.0010199,0.0010199
101,548.208,0.61501,0.40852,0.96534,0.95232,0.99875,0.99262,0.91264,0.51967,0.34108,0.96249,0.00101,0.00101,0.00101
102,554.203,0.52397,0.37456,0.9367,0.90909,1,0.99045,0.89785,0.50766,0.34526,0.93022,0.0010001,0.0010001,0.0010001
103,559.883,0.55347,0.40683,0.93686,0.90909,1,0.99045,0.88506,0.53463,0.34859,0.93432,0.0009902,0.0009902,0.0009902
104,565.589,0.58898,0.43237,0.98386,0.95237,0.99968,0.97595,0.86776,0.54148,0.40436,0.93271,0.0009803,0.0009803,0.0009803
105,570.846,0.55561,0.40192,0.99126,0.95229,0.9981,0.97595,0.85943,0.55658,0.40755,0.94637,0.0009704,0.0009704,0.0009704
106,575.951,0.56795,0.40697,0.96802,0.95225,0.99733,0.97833,0.87386,0.56666,0.38396,0.95741,0.0009605,0.0009605,0.0009605
107,581.229,0.54616,0.36474,0.94983,0.9523,0.99836,0.98786,0.8793,0.58399,0.3826,0.97388,0.0009506,0.0009506,0.0009506
108,586.525,0.48219,0.36164,0.89565,0.95225,0.99735,0.97833,0.82581,0.70137,0.47284,1.04592,0.0009407,0.0009407,0.0009407
109,591.745,0.50169,0.35646,0.91005,0.95225,0.99722,0.97833,0.81645,0.72979,0.47914,1.07114,0.0009308,0.0009308,0.0009308
110,596.848,0.50499,0.35497,0.91173,0.95226,0.99752,0.98071,0.82797,0.73141,0.44089,1.0763,0.0009209,0.0009209,0.0009209
111,601.983,0.51034,0.38395,0.93702,0.95227,0.99764,0.97833,0.83633,0.70101,0.41225,1.06002,0.000911,0.000911,0.000911
112,607.206,0.50629,0.35766,0.92373,0.95225,0.99716,0.99262,0.86461,0.70172,0.39875,1.03943,0.0009011,0.0009011,0.0009011
113,612.651,0.51041,0.36759,0.9217,0.97744,0.95,0.99045,0.86912,0.68234,0.40577,1.01836,0.0008912,0.0008912,0.0008912
114,617.762,0.50868,0.3922,0.92579,0.95217,0.99558,0.99262,0.8742,0.64172,0.37955,0.9863,0.0008813,0.0008813,0.0008813
115,623.018,0.54375,0.35397,0.97718,0.9522,0.9963,0.99262,0.87879,0.57591,0.36155,0.93671,0.0008714,0.0008714,0.0008714
116,628.365,0.55074,0.39838,0.93828,0.94947,1,0.99262,0.88737,0.60677,0.33637,0.95994,0.0008615,0.0008615,0.0008615
117,633.59,0.47468,0.34611,0.92203,1,0.99757,0.995,0.86046,0.65066,0.3525,1.00201,0.0008516,0.0008516,0.0008516
118,638.753,0.51665,0.38032,0.95185,0.98501,1,0.995,0.84141,0.69242,0.3676,1.03977,0.0008417,0.0008417,0.0008417
119,643.993,0.5411,0.37378,0.94156,0.99958,1,0.995,0.83475,0.71142,0.38228,1.04527,0.0008318,0.0008318,0.0008318
120,649.338,0.52961,0.3515,0.93206,0.97682,0.95,0.99045,0.82994,0.67401,0.41661,0.99661,0.0008219,0.0008219,0.0008219
121,654.601,0.55711,0.39502,0.93312,0.94768,0.95,0.97833,0.8289,0.6681,0.43263,0.99366,0.000812,0.000812,0.000812
122,659.708,0.53936,0.38685,0.95423,0.94152,0.95,0.95781,0.80736,0.68863,0.43527,1.02173,0.0008021,0.0008021,0.0008021
123,664.965,0.48755,0.32463,0.91677,0.94328,0.95,0.94031,0.78164,0.69191,0.46722,1.03451,0.0007922,0.0007922,0.0007922
124,670.235,0.51262,0.35063,0.90261,0.9463,0.95,0.94031,0.81532,0.624,0.43889,0.97459,0.0007823,0.0007823,0.0007823
125,675.386,0.5215,0.35295,0.96961,0.94692,0.95,0.95948,0.84372,0.63475,0.41692,0.97773,0.0007724,0.0007724,0.0007724
126,680.466,0.49928,0.36497,0.92436,0.94727,0.95,0.96346,0.83051,0.65287,0.4159,0.98999,0.0007625,0.0007625,0.0007625
127,685.674,0.51423,0.32804,0.90351,0.94732,0.95,0.96417,0.82733,0.66485,0.40973,1.00403,0.0007526,0.0007526,0.0007526
128,691.03,0.54941,0.40233,0.95268,0.95236,0.99954,0.99024,0.85364,0.633,0.34947,1.00099,0.0007427,0.0007427,0.0007427
129,696.286,0.53793,0.38622,0.94727,0.95118,1,0.99024,0.85447,0.59509,0.34935,0.98253,0.0007328,0.0007328,0.0007328
130,701.394,0.52878,0.35686,0.93986,0.95151,1,0.99024,0.85248,0.58258,0.34809,0.97646,0.0007229,0.0007229,0.0007229
131,706.593,0.45568,0.3324,0.90327,0.9522,1,0.99024,0.87225,0.57447,0.34165,0.9652,0.000713,0.000713,0.000713
132,712.121,0.50979,0.33899,0.95508,0.95232,0.99872,0.98786,0.87857,0.5629,0.33441,0.95293,0.0007031,0.0007031,0.0007031
133,717.345,0.51236,0.34932,0.94495,0.95226,0.9975,0.99024,0.87958,0.57965,0.34556,0.96626,0.0006932,0.0006932,0.0006932
134,722.505,0.5114,0.34555,0.94669,0.95226,0.99737,0.99024,0.87253,0.58411,0.36052,0.96358,0.0006833,0.0006833,0.0006833
135,727.786,0.52313,0.3507,0.89403,0.95226,0.99751,0.99024,0.88161,0.55859,0.35963,0.93989,0.0006734,0.0006734,0.0006734
136,733.067,0.52125,0.36038,0.91133,0.94732,0.95,0.97848,0.90131,0.54101,0.37505,0.91187,0.0006635,0.0006635,0.0006635
137,738.394,0.45855,0.3494,0.91652,0.94739,0.95,0.97848,0.89096,0.53937,0.37002,0.90983,0.0006536,0.0006536,0.0006536
138,743.73,0.50825,0.36553,0.90758,0.95225,0.99732,0.9831,0.88202,0.54592,0.37258,0.9214,0.0006437,0.0006437,0.0006437
139,749.09,0.54535,0.33714,0.94785,0.9523,0.9984,0.98548,0.894,0.56075,0.35813,0.94002,0.0006338,0.0006338,0.0006338
140,754.643,0.52185,0.33906,0.92479,0.94999,1,0.99024,0.90475,0.53941,0.32934,0.93102,0.0006239,0.0006239,0.0006239
141,759.962,0.56551,0.38225,0.94085,0.94992,1,0.99262,0.89174,0.53668,0.3188,0.92984,0.000614,0.000614,0.000614
142,765.266,0.50299,0.33434,0.91683,0.95009,1,0.99262,0.87771,0.55676,0.32508,0.95645,0.0006041,0.0006041,0.0006041
143,770.67,0.48194,0.34782,0.94838,0.95237,0.99969,0.99262,0.86336,0.62607,0.35405,1.01161,0.0005942,0.0005942,0.0005942
144,776.304,0.52381,0.34577,0.93438,0.94982,1,0.99262,0.82211,0.72802,0.35648,1.10044,0.0005843,0.0005843,0.0005843
145,781.645,0.49537,0.32195,0.92346,1,0.98878,0.995,0.85396,0.70559,0.35383,1.07858,0.0005744,0.0005744,0.0005744
146,786.92,0.5402,0.32086,0.91782,0.99168,1,0.995,0.86425,0.65702,0.34106,1.04278,0.0005645,0.0005645,0.0005645
147,792.402,0.47759,0.3244,0.9039,0.98743,1,0.995,0.88031,0.62277,0.33083,1.01562,0.0005546,0.0005546,0.0005546
148,797.882,0.52362,0.31183,0.94359,0.98848,1,0.995,0.8656,0.63785,0.3194,1.02107,0.0005447,0.0005447,0.0005447
149,803.218,0.49315,0.36188,0.89958,0.98743,1,0.995,0.8656,0.62755,0.31526,1.01208,0.0005348,0.0005348,0.0005348
150,808.563,0.5234,0.35827,0.92928,0.97992,1,0.995,0.87316,0.60245,0.312,0.98609,0.0005249,0.0005249,0.0005249
151,813.827,0.50709,0.32797,0.90853,0.96941,1,0.995,0.8933,0.56594,0.30916,0.9566,0.000515,0.000515,0.000515
152,819.258,0.45799,0.30373,0.93639,0.94997,1,0.9831,0.88155,0.55081,0.3162,0.94046,0.0005051,0.0005051,0.0005051
153,824.666,0.51463,0.35189,0.91576,0.95056,1,0.9831,0.86011,0.58373,0.3202,0.96165,0.0004952,0.0004952,0.0004952
154,830.132,0.47856,0.30588,0.90683,0.95237,0.99977,0.9831,0.85673,0.62605,0.33362,0.98524,0.0004853,0.0004853,0.0004853
155,835.533,0.44673,0.30785,0.91763,0.9523,0.9982,0.9831,0.8521,0.64785,0.35065,1.00397,0.0004754,0.0004754,0.0004754
156,840.891,0.47226,0.30734,0.94034,0.95238,1,0.9831,0.8603,0.62451,0.34934,0.9851,0.0004655,0.0004655,0.0004655
157,846.286,0.53359,0.32923,0.93618,0.95238,1,0.9831,0.86476,0.60243,0.34999,0.97493,0.0004556,0.0004556,0.0004556
158,851.412,0.47143,0.32793,0.91893,0.95238,1,0.9831,0.86739,0.58859,0.35192,0.9687,0.0004457,0.0004457,0.0004457
159,856.747,0.47905,0.31846,0.93218,0.95238,1,0.98786,0.86317,0.58625,0.36347,0.96581,0.0004358,0.0004358,0.0004358
160,862.222,0.48852,0.33751,0.93238,0.95238,1,0.98786,0.8697,0.57109,0.35013,0.9492,0.0004259,0.0004259,0.0004259
161,867.575,0.48612,0.30597,0.92236,0.95225,0.99717,0.98071,0.87291,0.56579,0.34824,0.94753,0.000416,0.000416,0.000416
162,872.87,0.48217,0.32341,0.93439,0.95224,0.99709,0.97119,0.87633,0.56586,0.35887,0.94957,0.0004061,0.0004061,0.0004061
163,878.029,0.48071,0.33539,0.95815,0.95224,0.99711,0.97357,0.87744,0.56224,0.35527,0.95147,0.0003962,0.0003962,0.0003962
164,883.489,0.48846,0.3249,0.92921,0.9523,0.99822,0.98071,0.87789,0.54157,0.31945,0.9386,0.0003863,0.0003863,0.0003863
165,889.327,0.46158,0.31406,0.90483,0.95238,1,0.97357,0.8814,0.53367,0.32427,0.93657,0.0003764,0.0003764,0.0003764
166,894.493,0.46353,0.29367,0.86477,0.95238,1,0.97357,0.88402,0.53169,0.32119,0.93825,0.0003665,0.0003665,0.0003665
167,899.759,0.44993,0.28675,0.90081,0.95238,1,0.98548,0.89377,0.54844,0.32747,0.95217,0.0003566,0.0003566,0.0003566
168,905.157,0.48282,0.29921,0.92571,0.95238,1,0.98548,0.88386,0.57105,0.32228,0.96729,0.0003467,0.0003467,0.0003467
169,910.47,0.45311,0.31203,0.9189,0.95238,1,0.98786,0.88314,0.5747,0.31675,0.96283,0.0003368,0.0003368,0.0003368
170,915.609,0.45263,0.31268,0.90238,0.95238,1,0.98786,0.86755,0.57001,0.32588,0.95338,0.0003269,0.0003269,0.0003269
171,920.954,0.45201,0.29175,0.90113,0.95238,1,0.98786,0.87393,0.55267,0.34292,0.9358,0.000317,0.000317,0.000317
172,926.303,0.45613,0.32402,0.90385,0.95,0.95,0.9685,0.87408,0.52781,0.36458,0.9091,0.0003071,0.0003071,0.0003071
173,931.565,0.49376,0.30994,0.89878,0.95,0.95,0.9685,0.87792,0.52008,0.37066,0.90264,0.0002972,0.0002972,0.0002972
174,936.681,0.46502,0.29509,0.90963,0.95,0.95,0.9685,0.86334,0.52902,0.37457,0.90681,0.0002873,0.0002873,0.0002873
175,941.94,0.41746,0.31329,0.89229,0.95,0.95,0.9685,0.87161,0.54657,0.37317,0.92036,0.0002774,0.0002774,0.0002774
176,947.232,0.4533,0.32678,0.91092,0.95238,1,0.98786,0.87688,0.58913,0.34841,0.95363,0.0002675,0.0002675,0.0002675
177,952.529,0.50392,0.2948,0.9013,0.95238,1,0.98786,0.87438,0.59217,0.32098,0.9619,0.0002576,0.0002576,0.0002576
178,957.687,0.45455,0.28921,0.9004,0.95238,1,0.98786,0.87918,0.58578,0.30448,0.95885,0.0002477,0.0002477,0.0002477
179,963.13,0.44793,0.28602,0.92583,0.95238,1,0.98786,0.87514,0.58208,0.30086,0.95829,0.0002378,0.0002378,0.0002378
180,968.722,0.48241,0.32335,0.94107,0.95068,1,0.98786,0.87578,0.57589,0.29854,0.96421,0.0002279,0.0002279,0.0002279
181,973.986,0.45403,0.27859,0.88218,0.95155,1,0.98786,0.87634,0.57451,0.29659,0.96642,0.000218,0.000218,0.000218
182,979.171,0.45083,0.28029,0.9213,0.95231,0.99845,0.98786,0.87411,0.56469,0.31162,0.96623,0.0002081,0.0002081,0.0002081
183,985.02,0.41856,0.28029,0.88533,0.95226,0.99748,0.98786,0.8744,0.55916,0.31505,0.96516,0.0001982,0.0001982,0.0001982
184,990.608,0.45496,0.30164,0.88684,0.95224,0.99711,0.98786,0.87406,0.55301,0.31906,0.9556,0.0001883,0.0001883,0.0001883
185,995.966,0.45694,0.29193,0.90755,0.95225,0.99718,0.98786,0.87913,0.55129,0.31782,0.9499,0.0001784,0.0001784,0.0001784
186,1001.16,0.40285,0.26975,0.88898,0.95226,0.99756,0.98786,0.87497,0.55357,0.31877,0.9471,0.0001685,0.0001685,0.0001685
187,1006.55,0.42224,0.29137,0.88908,0.95231,0.99849,0.98786,0.87497,0.55931,0.31889,0.948,0.0001586,0.0001586,0.0001586
188,1011.94,0.47107,0.32483,0.90957,0.95124,1,0.98786,0.87486,0.56645,0.31339,0.95972,0.0001487,0.0001487,0.0001487
189,1017.13,0.48792,0.29577,0.93072,0.95109,1,0.98786,0.86529,0.56915,0.30947,0.96495,0.0001388,0.0001388,0.0001388
190,1022.3,0.4557,0.32946,0.90307,0.9511,1,0.98786,0.86869,0.56937,0.31186,0.96653,0.0001289,0.0001289,0.0001289
191,1037.25,0.40874,0.26657,0.89702,0.95081,1,0.98786,0.87848,0.57016,0.31054,0.96939,0.000119,0.000119,0.000119
