epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,627.743,0.48657,0.35076,0.87522,0.94743,0.95,0.98795,0.88701,0.54663,0.43952,0.91323,0.0009044,0.0009044,0.0009044
168,631.493,0.51859,0.35637,0.88246,0.97755,0.95,0.99045,0.86042,0.59571,0.43803,0.92201,0.0008978,0.0008978,0.0008978
169,635.076,0.50881,0.39887,0.8894,0.98017,0.95,0.99045,0.86612,0.64106,0.42753,0.93597,0.0008912,0.0008912,0.0008912
170,638.604,0.47063,0.37468,0.87351,0.95227,0.99769,0.99262,0.86788,0.65207,0.37485,0.94826,0.0008846,0.0008846,0.0008846
171,642.297,0.48353,0.36362,0.88743,1,0.99316,0.995,0.87204,0.63414,0.3602,0.94863,0.000878,0.000878,0.000878
172,646.042,0.48528,0.38874,0.8892,0.99882,1,0.995,0.89866,0.57866,0.33356,0.9356,0.0008714,0.0008714,0.0008714
173,649.746,0.50095,0.36582,0.88174,0.9985,1,0.995,0.8881,0.57275,0.33127,0.93379,0.0008648,0.0008648,0.0008648
174,653.31,0.49007,0.37652,0.87801,0.99841,1,0.995,0.89034,0.56955,0.33355,0.93327,0.0008582,0.0008582,0.0008582
175,657.111,0.43789,0.35476,0.86695,0.99763,1,0.995,0.88185,0.56806,0.33826,0.93339,0.0008516,0.0008516,0.0008516
176,661.616,0.49138,0.36597,0.89123,1,0.99986,0.995,0.85133,0.63029,0.36465,0.96581,0.000845,0.000845,0.000845
177,665.159,0.52111,0.35876,0.87876,1,0.99919,0.995,0.83521,0.66605,0.36485,0.9824,0.0008384,0.0008384,0.0008384
178,668.766,0.51694,0.37271,0.88209,1,0.99793,0.995,0.82706,0.67072,0.35965,0.98086,0.0008318,0.0008318,0.0008318
179,672.326,0.49834,0.35741,0.88729,1,0.99282,0.995,0.81688,0.67166,0.37828,0.97917,0.0008252,0.0008252,0.0008252
180,676.135,0.515,0.3806,0.90484,0.95227,0.99769,0.99262,0.82804,0.6565,0.3886,0.96206,0.0008186,0.0008186,0.0008186
181,679.77,0.47464,0.34761,0.87361,0.95221,0.99631,0.99262,0.83558,0.62074,0.39083,0.95231,0.000812,0.000812,0.000812
182,683.434,0.49809,0.34174,0.89229,0.95224,0.99701,0.99262,0.86851,0.56676,0.38565,0.94213,0.0008054,0.0008054,0.0008054
183,687.097,0.46489,0.36942,0.85793,0.95119,1,0.99262,0.88027,0.54675,0.3694,0.93522,0.0007988,0.0007988,0.0007988
184,690.879,0.48765,0.33887,0.84616,0.9496,1,0.99262,0.89481,0.55549,0.37767,0.93013,0.0007922,0.0007922,0.0007922
185,694.45,0.51949,0.39079,0.88459,0.95071,1,0.99262,0.89842,0.57126,0.39555,0.92841,0.0007856,0.0007856,0.0007856
186,698.022,0.46596,0.34438,0.85666,0.95231,0.99843,0.99262,0.8913,0.58361,0.40211,0.92953,0.000779,0.000779,0.000779
