X,Y,Frame
550.15966796875,484.9583740234375,0
571.0108032226562,496.9671936035156,1
585.1370849609375,510.2574157714844,2
603.6561279296875,508.46337890625,3
605.6749877929688,514.934326171875,4
600.9027709960938,519.090576171875,5
580.4501342773438,528.3489379882812,6
560.6746826171875,527.9904174804688,7
539.3613891601562,523.9209594726562,8
517.4493408203125,520.7485961914062,9
499.92034912109375,516.35986328125,10
478.708740234375,519.0684814453125,11
451.1263732910156,526.1016845703125,12
424.9122009277344,525.2800903320312,13
396.1114501953125,521.8271484375,14
372.79632568359375,516.0527954101562,15
335.7920837402344,511.67877197265625,16
299.2249755859375,502.6015625,17
268.80389404296875,488.24481201171875,18
235.10157775878906,478.4235534667969,19
202.72378540039062,474.4676208496094,20
174.09278869628906,474.4674377441406,21
152.10923767089844,470.56890869140625,22
131.02015686035156,471.2984924316406,23
120.32068634033203,467.48004150390625,24
112.37333679199219,465.44036865234375,25
105.20668029785156,466.39404296875,26
98.38423156738281,470.51458740234375,27
90.9457015991211,480.36236572265625,28
108.57744598388672,472.22662353515625,29
130.9408721923828,467.2160339355469,30
153.70989990234375,469.4361267089844,31
182.82247924804688,469.0597229003906,32
204.833251953125,479.68701171875,33
227.0127716064453,492.786865234375,34
256.0630798339844,496.7421569824219,35
285.55126953125,503.999267578125,36
310.1646423339844,515.0006103515625,37
332.8269958496094,519.3876953125,38
355.0735168457031,515.755126953125,39
365.1719970703125,523.1456909179688,40
370.1927185058594,529.228515625,41
372.4162292480469,529.4063110351562,42
367.1514587402344,534.3050537109375,43
352.49755859375,557.5069580078125,44
347.84613037109375,583.2539672851562,45
346.7381286621094,619.716796875,46
331.3550720214844,682.3699340820312,47
325.9357604980469,742.595703125,48
328.71282958984375,806.48388671875,49
346.0834045410156,850.7076416015625,50
355.19158935546875,895.6199951171875,51
362.8057861328125,937.603759765625,52
374.32623291015625,971.5703735351562,53
382.50103759765625,995.813232421875,54
387.0981750488281,1014.2250366210938,55
386.7671203613281,1032.1275634765625,56
385.0291748046875,1043.13818359375,57
386.7004089355469,1044.580078125,58
388.5669250488281,1041.44482421875,59
382.36181640625,1044.4892578125,60
378.30975341796875,1044.3035888671875,61
376.4235534667969,1039.2305908203125,62
371.64947509765625,1037.6356201171875,63
369.5093688964844,1034.3721923828125,64
365.665283203125,1029.5992431640625,0
