X,Y,Frame
X,Y,Frame
487.1341247558594,486.1341247558594,0
508.2674255371094,501.2674255371094,1
508.7825927734375,507.95159912109375,2
510.0968933105469,508.0968933105469,3
508.8213195800781,518.0032958984375,4
511.6449890136719,523.64501953125,5
514.6091918945312,528.6279296875,6
519.705078125,530.7739868164062,7
523.0704345703125,535.0540771484375,8
509.82916259765625,499.54803466796875,9
485.9346618652344,485.1770935058594,10
461.2477722167969,483.5224304199219,11
430.0471496582031,502.623046875,12
408.4620056152344,523.3059692382812,13
394.2076110839844,544.5255737304688,14
393.4237060546875,558.386962890625,15
412.7445068359375,586.777587890625,16
431.600830078125,609.7806396484375,17
446.7938537597656,627.7938842773438,18
459.6073303222656,636.4276123046875,19
468.5604553222656,637.7772216796875,20
473.39373779296875,637.0475463867188,21
528.6085205078125,628.8157348632812,22
542.9931030273438,650.018798828125,23
553.3143310546875,664.32568359375,24
563.3872680664062,667.3872680664062,25
567.344482421875,668.344482421875,26
569.006103515625,667.006103515625,27
