X,Y,Frame
402.08526611328125,539.577392578125,0
443.48455810546875,554.1895141601562,1
459.86016845703125,582.2721557617188,2
477.1602783203125,596.1700439453125,3
486.67889404296875,606.8140258789062,4
495.3656311035156,611.3648681640625,5
499.3809814453125,616.5146484375,6
494.8025817871094,631.1036376953125,7
482.7379455566406,662.959228515625,8
473.2093811035156,704.9183349609375,9
461.5071716308594,760.2882690429688,10
458.720703125,816.5064697265625,11
449.8382873535156,881.7574462890625,12
444.5848388671875,939.3984985351562,13
444.291748046875,987.505615234375,14
445.1752624511719,1029.6900634765625,15
447.5980224609375,1066.421875,16
437.67169189453125,1101.2188720703125,17
423.2801513671875,1120.051513671875,18
404.5416564941406,1127.8404541015625,19
383.8924560546875,1133.4681396484375,20
363.7848815917969,1131.97314453125,21
340.1873779296875,1123.4639892578125,22
316.5955810546875,1099.5335693359375,23
303.86346435546875,1053.9078369140625,24
275.189208984375,1020.071533203125,25
253.96722412109375,989.6339721679688,26
232.187744140625,975.2366943359375,27
215.14715576171875,966.260009765625,28
214.2510986328125,947.9769897460938,29
215.16378784179688,934.7119140625,30
206.50807189941406,936.6032104492188,31
210.93759155273438,929.5584106445312,32
213.0103302001953,928.9347534179688,33
208.07095336914062,940.4137573242188,0
