X,Y,Frame
419.686767578125,760.9080200195312,0
438.8763427734375,773.7033081054688,1
438.5267333984375,780.6175537109375,2
426.1028747558594,781.4331665039062,3
412.2005920410156,774.2814331054688,4
397.7142639160156,764.8278198242188,5
379.4096984863281,752.4784545898438,6
349.2321472167969,733.5006103515625,7
321.4561767578125,705.4412841796875,8
299.080078125,667.6633911132812,9
267.5229187011719,636.5199584960938,10
242.29306030273438,601.01318359375,11
220.99757385253906,570.8762817382812,12
201.46170043945312,549.40234375,13
181.3312530517578,535.4064331054688,14
169.054443359375,522.0150146484375,15
176.8771209716797,499.47760009765625,16
199.3672637939453,472.08819580078125,17
218.3485565185547,451.8474426269531,18
233.48130798339844,437.7612609863281,19
248.81515502929688,424.4627685546875,20
268.6784973144531,407.7890625,21
295.76763916015625,388.19110107421875,22
321.98431396484375,371.96978759765625,23
347.75408935546875,357.2724304199219,24
383.3828430175781,343.2076110839844,25
410.7397155761719,354.59002685546875,26
422.8782043457031,395.7399597167969,27
440.21160888671875,431.50506591796875,28
453.87445068359375,464.4686584472656,29
445.7264404296875,507.43670654296875,30
415.9922180175781,562.233154296875,31
404.3544921875,590.9005737304688,32
389.45611572265625,611.3943481445312,33
369.0254821777344,627.5095825195312,34
348.1161804199219,639.9783325195312,35
329.62158203125,652.0156860351562,36
300.93768310546875,677.3067626953125,37
276.6658630371094,703.30224609375,38
255.5916290283203,730.7880249023438,39
234.12400817871094,767.8516845703125,40
214.61099243164062,811.1384887695312,41
200.8623809814453,852.526611328125,42
194.5653076171875,893.6621704101562,43
206.75851440429688,928.9913940429688,44
237.75112915039062,955.4967041015625,45
274.8067932128906,979.5692138671875,46
322.2630920410156,987.1095581054688,47
364.68084716796875,991.1237182617188,48
399.8634338378906,990.8533935546875,49
428.236572265625,985.75732421875,50
461.4693908691406,961.9306030273438,51
482.0690002441406,935.428955078125,52
493.0254821777344,903.8964233398438,53
486.83880615234375,879.5907592773438,54
479.84906005859375,853.3363647460938,55
464.4267578125,834.3746337890625,56
444.32452392578125,822.5252685546875,57
433.2685241699219,805.1800537109375,58
426.1708068847656,785.845947265625,59
408.6916198730469,778.8239135742188,60
400.6163635253906,769.575927734375,61
397.803466796875,754.6410522460938,62
389.073974609375,749.1513671875,63
386.4148254394531,746.410400390625,64
386.5561828613281,741.41796875,65
385.66326904296875,739.6494750976562,66
