X,Y,Frame
76.28736114501953,466.28741455078125,0
89.61907958984375,472.61907958984375,1
87.18182373046875,478.3930969238281,2
89.479736328125,480.479736328125,3
90.96221923828125,483.9642333984375,4
89.83029174804688,498.8302917480469,5
84.68453979492188,533.3245849609375,6
84.7857437133789,586.3468017578125,7
89.7081298828125,658.2374877929688,8
102.57221984863281,734.0000610351562,9
118.6111068725586,810.3060913085938,10
149.5954132080078,867.5059204101562,11
180.8458709716797,917.6774291992188,12
199.2032012939453,971.2892456054688,13
210.33055114746094,1020.4052734375,14
229.09603881835938,1045.4188232421875,15
251.50677490234375,1052.0516357421875,16
275.2540283203125,1033.9071044921875,17
280.2006530761719,1003.2006225585938,18
278.5086975097656,953.6942749023438,19
268.49041748046875,903.1904907226562,20
251.69569396972656,865.8963623046875,21
243.95909118652344,828.943115234375,22
247.50375366210938,783.767333984375,23
244.90972900390625,741.4978637695312,24
238.1664581298828,706.1664428710938,25
248.62916564941406,659.629150390625,26
253.4174346923828,627.4174194335938,27
248.60606384277344,612.7240600585938,28
254.5010223388672,584.2532958984375,29
262.6645202636719,562.2976684570312,30
258.992919921875,578.7023315429688,31
263.3493957519531,618.8814697265625,32
285.0860595703125,681.5699462890625,33
308.7570495605469,762.4596557617188,34
332.2525329589844,866.2586669921875,35
353.8066711425781,982.9849243164062,36
408.1949768066406,1049.0732421875,37
463.1314697265625,1088.4114990234375,38
503.4605407714844,1112.90234375,39
531.7041625976562,1129.4759521484375,40
554.7644653320312,1134.153564453125,41
579.7919311523438,1103,42
602.8934936523438,1036.5140380859375,43
602.9345703125,962.9681396484375,44
588.5263671875,882.5263671875,45
571.5244750976562,794.8204956054688,46
562.497314453125,693.497314453125,47
541.62060546875,602.0059204101562,48
522.8192749023438,525.8192749023438,49
514.2981567382812,457.652099609375,50
498.1388244628906,418.8047180175781,0
