X,Y,Frame
527.4509887695312,582.4509887695312,0
543.68310546875,593.68310546875,1
536.260986328125,590.3877563476562,2
533.1843872070312,591.1843872070312,3
533.2625732421875,587.142333984375,4
522.2549438476562,568.2549438476562,5
509.22216796875,533.4349975585938,6
491.160888671875,491.35992431640625,7
450.08111572265625,461.2960205078125,8
411.1258239746094,435.34130859375,9
360.9095153808594,429.0085754394531,10
308.6723327636719,441.4299621582031,11
266.4381103515625,458.0505065917969,12
253.55604553222656,458.57476806640625,13
223.01858520507812,487.5973205566406,14
192.06907653808594,529.37158203125,15
169.5193634033203,581.87451171875,16
141.43434143066406,666.3213500976562,17
114.30502319335938,774.3049926757812,18
112.4001235961914,865.0894775390625,19
127.17122650146484,932.990478515625,20
159.42372131347656,980.8598022460938,21
208.3931427001953,1014.0451049804688,22
252.04592895507812,1039.3641357421875,23
291.5373229980469,1052.2919921875,24
327.0803527832031,1061.080322265625,25
365.6142883300781,1061.6142578125,26
393.8988952636719,1065.89892578125,27
432.9853210449219,1058.848388671875,28
462.51556396484375,1057.590576171875,29
489.2111511230469,1049.50830078125,30
521.9610595703125,1022.932373046875,31
536.948486328125,998.6156616210938,32
547.1826171875,959.9467163085938,33
547.4857788085938,921.8729248046875,34
539.4007568359375,886.4501953125,35
528.9747314453125,847.492431640625,36
506.2725830078125,821.550048828125,37
464.1061706542969,822.66162109375,38
440.2738037109375,808.3053588867188,39
416.93072509765625,792.9270629882812,40
393.44317626953125,787.7001342773438,41
373.450927734375,785.5723876953125,42
352.03778076171875,788.435791015625,43
331.1670227050781,795.4097290039062,44
317.1289978027344,794.1290283203125,45
296.67657470703125,797.0180053710938,46
280.318359375,796.318359375,47
270.47271728515625,794.418212890625,48
258.130126953125,796.130126953125,49
251.51719665527344,793.438232421875,50
245.32843017578125,792.1981201171875,51
234.62193298339844,795.6219482421875,52
234.69766235351562,796.46044921875,53
231.1449737548828,803.1449584960938,54
230.72471618652344,809.830810546875,55
240.00767517089844,808.510498046875,0
