X,Y,Frame
97.40616607666016,421.40618896484375,0
122.82012176513672,392.8200988769531,1
124.74481964111328,400.5758056640625,2
132.17637634277344,407.1763610839844,3
131.19747924804688,451.0869445800781,4
131.96336364746094,519.96337890625,5
149.3731231689453,587.111083984375,6
160.22222900390625,672.7374267578125,7
151.74806213378906,776.57470703125,8
156.57821655273438,879.1519775390625,9
164.40237426757812,972.1234130859375,10
157.54556274414062,1085.2987060546875,11
216.86021423339844,1113.7200927734375,12
295.912841796875,1105.521484375,13
405.1270751953125,1080.9378662109375,14
544.27734375,1033.947265625,15
619.0528564453125,1049.9183349609375,16
696.1192016601562,1049.209228515625,17
730.7965087890625,1078.7965087890625,18
